# PIMCID 01.200-0064-00.022-0.01040-304288402
# Number Samples  29432
0.000E+00            0.00000	     0.00000	  nan
2.478E-01            0.00000	     0.00000	  nan
4.956E-01            0.00000	     0.00000	  nan
7.434E-01            0.00000	     0.00000	  nan
9.912E-01            0.00000	     0.00000	  nan
1.239E+00            0.00000	     0.00000	  nan
1.487E+00            0.00000	     0.00000	  nan
1.735E+00            0.00000	     0.00000	  nan
1.982E+00            0.00017	     0.00001	 5.78
2.230E+00            0.07957	     0.00022	 0.28
2.478E+00            0.49172	     0.00048	 0.10
2.726E+00            0.94308	     0.00057	 0.06
2.973E+00            1.22721	     0.00058	 0.05
3.221E+00            1.34788	     0.00054	 0.04
3.469E+00            1.34293	     0.00051	 0.04
3.717E+00            1.26783	     0.00046	 0.04
3.965E+00            1.16231	     0.00042	 0.04
4.212E+00            1.05709	     0.00038	 0.04
4.460E+00            0.97115	     0.00035	 0.04
4.708E+00            0.91251	     0.00032	 0.04
4.956E+00            0.88620	     0.00030	 0.03
5.204E+00            0.88754	     0.00029	 0.03
5.451E+00            0.91193	     0.00028	 0.03
5.699E+00            0.94814	     0.00028	 0.03
5.947E+00            0.98712	     0.00027	 0.03
6.195E+00            1.01822	     0.00026	 0.03
6.443E+00            1.03779	     0.00025	 0.02
6.690E+00            1.04478	     0.00025	 0.02
6.938E+00            1.03938	     0.00024	 0.02
7.186E+00            0.95956	     0.00022	 0.02
7.434E+00            0.84585	     0.00020	 0.02
7.681E+00            0.74295	     0.00018	 0.02
7.929E+00            0.65094	     0.00016	 0.03
8.177E+00            0.57011	     0.00015	 0.03
8.425E+00            0.49723	     0.00014	 0.03
8.673E+00            0.43108	     0.00013	 0.03
8.920E+00            0.36926	     0.00011	 0.03
9.168E+00            0.30966	     0.00010	 0.03
9.416E+00            0.25197	     0.00009	 0.03
9.664E+00            0.19517	     0.00008	 0.04
9.912E+00            0.14015	     0.00006	 0.04
1.016E+01            0.09533	     0.00005	 0.05
1.041E+01            0.06585	     0.00004	 0.06
1.065E+01            0.04468	     0.00003	 0.08
1.090E+01            0.02927	     0.00003	 0.09
1.115E+01            0.01811	     0.00002	 0.10
1.140E+01            0.01020	     0.00002	 0.15
1.165E+01            0.00488	     0.00001	 0.23
1.189E+01            0.00168	     0.00001	 0.37
1.214E+01            0.00023	     0.00000	 0.89
