#              t               K              ΔK               V              ΔV               E              ΔE            E_mu           ΔE_mu             K/N            ΔK/N             V/N            ΔV/N             E/N            ΔE/N               N              ΔN             N^2            ΔN^2         density        Δdensity        diagonal       Δdiagonal
  2.00000000E-03  1.29743934E+03  5.35501544E+00 -5.26904965E+03  1.39754536E+01 -3.97161031E+03  8.85308466E+00 -1.39292844E+01  1.26522777E+00  1.63749770E+01  3.21104946E-02 -6.65523742E+01  2.34977876E-02 -5.01773973E+01  1.60206768E-01  7.91536205E+01  1.82771529E-01  6.27580914E+03  2.89615190E+01  4.18945285E-03  9.67375463E-06  8.08165714E-01  1.80029329E-03
  4.01000000E-03  1.18473127E+03  2.15601587E+00 -4.96488705E+03  6.09814617E+00 -3.78015578E+03  4.01180980E+00 -2.45312765E+01  4.37420433E-01  1.57523007E+01  1.24837348E-02 -6.60790540E+01  9.81117439E-03 -5.03267533E+01  5.86366901E-03  7.51124901E+01  8.13793217E-02  5.65598559E+03  1.22502259E+01  3.97556339E-03  4.30725505E-06  7.95919392E-01  7.88983875E-04
  6.01000000E-03  1.17646654E+03  1.28736179E+00 -4.97348595E+03  3.68413914E+00 -3.79701941E+03  2.44425719E+00 -3.55529645E+01  2.79755029E-01  1.56188596E+01  7.71533813E-03 -6.60913056E+01  6.06490587E-03 -5.04724460E+01  3.74221629E-03  7.52293290E+01  4.90129413E-02  5.67307146E+03  7.37937386E+00  3.98174745E-03  2.59416317E-06  7.95392194E-01  7.60574208E-04
  8.01000000E-03  1.19226113E+03  1.38746433E+00 -5.06833149E+03  4.08825178E+00 -3.87607036E+03  2.72698447E+00 -5.22324777E+01  2.40086960E-01  1.55712071E+01  7.52703647E-03 -6.62541806E+01  6.86518077E-03 -5.06829735E+01  3.17863992E-03  7.64767576E+01  5.40333227E-02  5.86156263E+03  8.26007102E+00  4.04777151E-03  2.85988255E-06  7.58765101E-01  5.78696279E-04
  1.00800000E-02  1.21360626E+03  1.58567574E+00 -5.18941718E+03  4.58889204E+00 -3.97581091E+03  3.07648267E+00 -7.41719989E+01  3.02679111E-01  1.55352265E+01  9.08464854E-03 -6.64858014E+01  7.67325294E-03 -5.09505749E+01  3.92366353E-03  7.80327783E+01  6.02707900E-02  6.10085974E+03  9.39031675E+00  4.13012877E-03  3.19002001E-06  8.00788319E-01  6.23041318E-04
  1.20200000E-02  1.24218487E+03  1.53605071E+00 -5.33809750E+03  4.37848560E+00 -4.09591263E+03  2.87564719E+00 -1.00043628E+02  2.80290324E-01  1.55271202E+01  8.60343817E-03 -6.67791947E+01  7.37161718E-03 -5.12520745E+01  3.52653530E-03  7.99173801E+01  5.70496033E-02  6.39776650E+03  9.09994162E+00  4.22987722E-03  3.01952863E-06  8.08556067E-01  6.01693436E-04
  1.42000000E-02  1.27358117E+03  1.62161883E+00 -5.50396533E+03  4.46133956E+00 -4.23038416E+03  2.88685577E+00 -1.31972355E+02  2.89670358E-01  1.55228395E+01  9.47019523E-03 -6.71327949E+01  7.88479908E-03 -5.16099553E+01  3.63646443E-03  8.19682361E+01  5.70430102E-02  6.72883223E+03  9.34245726E+00  4.33842518E-03  3.01917967E-06  8.27877315E-01  6.17412214E-04
  1.64500000E-02  1.29823008E+03  1.39140225E+00 -5.66271664E+03  3.88007914E+00 -4.36448656E+03  2.52360416E+00 -1.70233897E+02  2.51483081E-01  1.54624803E+01  7.86655654E-03 -6.74919523E+01  6.86939181E-03 -5.20294720E+01  3.02924928E-03  8.38850533E+01  4.91331417E-02  7.04600027E+03  8.24974079E+00  4.43987873E-03  2.60052515E-06  7.71794877E-01  7.25310751E-04
  1.83800000E-02  1.32399607E+03  1.42566601E+00 -5.81116153E+03  3.91849013E+00 -4.48716546E+03  2.52399253E+00 -2.05163969E+02  2.43027443E-01  1.54470510E+01  8.05528142E-03 -6.78428735E+01  7.01627286E-03 -5.23958226E+01  2.80777015E-03  8.56400297E+01  4.90677621E-02  7.34291236E+03  8.40844924E+00  4.53276634E-03  2.59706473E-06  7.95169656E-01  7.15903201E-04
  2.08300000E-02  1.35555673E+03  1.65192436E+00 -6.00245778E+03  4.54932752E+00 -4.64690105E+03  2.94774417E+00 -2.53633233E+02  2.82983007E-01  1.54158829E+01  9.13115379E-03 -6.83024737E+01  8.03659477E-03 -5.28865908E+01  3.08999519E-03  8.78653563E+01  5.64936790E-02  7.72839754E+03  9.94487309E+00  4.65054871E-03  2.99010459E-06  8.19783209E-01  7.65462080E-04
