# PIMCID 01.200-0064-00.022-0.01040-304040381
# Number Samples   4656
0.000E+00            0.00000	     0.00000	  nan
2.478E-01            0.00000	     0.00000	  nan
4.956E-01            0.00000	     0.00000	  nan
7.434E-01            0.00000	     0.00000	  nan
9.912E-01            0.00000	     0.00000	  nan
1.239E+00            0.00000	     0.00000	  nan
1.487E+00            0.00000	     0.00000	  nan
1.735E+00            0.00000	     0.00000	  nan
1.982E+00            0.00017	     0.00003	15.94
2.230E+00            0.07964	     0.00056	 0.70
2.478E+00            0.49074	     0.00122	 0.25
2.726E+00            0.94448	     0.00147	 0.16
2.973E+00            1.22895	     0.00149	 0.12
3.221E+00            1.34689	     0.00140	 0.10
3.469E+00            1.34351	     0.00132	 0.10
3.717E+00            1.26864	     0.00121	 0.10
3.965E+00            1.16088	     0.00109	 0.09
4.212E+00            1.05590	     0.00098	 0.09
4.460E+00            0.97143	     0.00091	 0.09
4.708E+00            0.91383	     0.00082	 0.09
4.956E+00            0.88626	     0.00079	 0.09
5.204E+00            0.88833	     0.00076	 0.09
5.451E+00            0.91178	     0.00074	 0.08
5.699E+00            0.94907	     0.00074	 0.08
5.947E+00            0.98625	     0.00070	 0.07
6.195E+00            1.01760	     0.00068	 0.07
6.443E+00            1.03707	     0.00066	 0.06
6.690E+00            1.04425	     0.00064	 0.06
6.938E+00            1.03896	     0.00061	 0.06
7.186E+00            0.96018	     0.00057	 0.06
7.434E+00            0.84543	     0.00052	 0.06
7.681E+00            0.74344	     0.00047	 0.06
7.929E+00            0.65181	     0.00042	 0.06
8.177E+00            0.57021	     0.00040	 0.07
8.425E+00            0.49715	     0.00036	 0.07
8.673E+00            0.43118	     0.00033	 0.08
8.920E+00            0.36927	     0.00029	 0.08
9.168E+00            0.30958	     0.00026	 0.08
9.416E+00            0.25081	     0.00023	 0.09
9.664E+00            0.19519	     0.00019	 0.10
9.912E+00            0.14039	     0.00016	 0.11
1.016E+01            0.09575	     0.00013	 0.13
1.041E+01            0.06589	     0.00011	 0.17
1.065E+01            0.04464	     0.00009	 0.20
1.090E+01            0.02928	     0.00006	 0.22
1.115E+01            0.01809	     0.00005	 0.27
1.140E+01            0.01014	     0.00004	 0.38
1.165E+01            0.00491	     0.00003	 0.58
1.189E+01            0.00169	     0.00002	 0.96
1.214E+01            0.00023	     0.00001	 2.30
