#              t               K              ΔK               V              ΔV               E              ΔE            E_mu           ΔE_mu             K/N            ΔK/N             V/N            ΔV/N             E/N            ΔE/N               N              ΔN             N^2            ΔN^2         density        Δdensity        diagonal       Δdiagonal
  2.00000000E-03  9.02516369E+03  1.17622842E+01 -1.83090368E+04  5.92245511E+00 -9.28387310E+03  1.26903354E+01 -9.28387310E+03  1.26903354E+01  3.25818184E+01  4.24631199E-02 -6.60976057E+01  2.13807044E-02 -3.35157874E+01  4.58134855E-02  2.77000000E+02  0.00000000E+00  7.67290000E+04  0.00000000E+00  1.46610911E-02  5.91541341E-18  9.24385184E-01  2.96410257E-03
  4.01000000E-03  9.07028165E+03  5.43832187E+00 -1.86675423E+04  1.63006993E+00 -9.59726064E+03  5.51165674E+00 -9.59726064E+03  5.51165674E+00  3.23908162E+01  1.92997159E-02 -6.66635757E+01  5.40678432E-03 -3.42727595E+01  1.97529880E-02  2.80026141E+02  1.23752947E-02  7.84146655E+04  6.94253700E+00  1.48212591E-02  6.55000835E-07  9.05201592E-01  8.11640225E-04
  6.01000000E-03  8.83428796E+03  6.40861003E+00 -1.84889863E+04  6.09077069E+00 -9.65469833E+03  3.65992742E+00 -9.65469833E+03  3.65992742E+00  3.17425883E+01  1.73161281E-02 -6.64332382E+01  7.58040887E-03 -3.46906499E+01  1.42878778E-02  2.78308989E+02  6.48704893E-02  7.74561080E+04  3.61327671E+01  1.47303734E-02  3.43347175E-06  8.30514289E-01  1.51028013E-03
  8.01000000E-03  8.96150152E+03  1.91786638E+01 -1.88124309E+04  2.41159286E+01 -9.85092934E+03  6.08126601E+00 -9.85092934E+03  6.08126601E+00  3.18369027E+01  4.29095859E-02 -6.68354613E+01  3.18528912E-02 -3.49985585E+01  1.59836807E-02  2.81469495E+02  2.29966180E-01  7.92272083E+04  1.28923037E+02  1.48976531E-02  1.21716798E-05  8.42264382E-01  1.29975612E-03
  1.00800000E-02  9.33616071E+03  2.73543436E+01 -1.93852169E+04  3.05045249E+01 -1.00490562E+04  3.78304033E+00 -1.00490562E+04  3.78304033E+00  3.23217303E+01  5.64298300E-02 -6.71170823E+01  2.53653015E-02 -3.47953520E+01  3.18749165E-02  2.88820291E+02  3.47564252E-01  8.34232580E+04  1.99980747E+02  1.52867170E-02  1.83959252E-05  8.86901327E-01  1.94557095E-03
  1.20200000E-02  8.74330797E+03  2.38048028E+01 -1.91038763E+04  3.16848518E+01 -1.03605683E+04  8.65426986E+00 -1.03605683E+04  8.65426986E+00  3.07287987E+01  4.89767563E-02 -6.71445422E+01  3.54648728E-02 -3.64157435E+01  1.91721003E-02  2.84513034E+02  3.26144067E-01  8.09514375E+04  1.85081999E+02  1.50587419E-02  1.72621908E-05  9.41080430E-01  1.52009472E-03
  1.42000000E-02  8.57051826E+03  2.09134244E+01 -1.93124030E+04  2.58635514E+01 -1.07418848E+04  5.63816905E+00 -1.07418848E+04  5.63816905E+00  2.99495642E+01  4.31225180E-02 -6.74896274E+01  2.27604005E-02 -3.75400632E+01  2.24819628E-02  2.86150312E+02  2.89151971E-01  8.18849990E+04  1.65396681E+02  1.51454000E-02  1.53042719E-05  8.41519226E-01  6.89535752E-04
  1.64500000E-02  8.45125295E+03  6.70733071E+00 -1.95388848E+04  8.05915221E+00 -1.10876318E+04  3.02388195E+00 -1.10876318E+04  3.02388195E+00  2.93044832E+01  1.45326812E-02 -6.77509106E+01  7.99742502E-03 -3.84464274E+01  1.16440872E-02  2.88392485E+02  9.16008178E-02  8.31706672E+04  5.27850873E+01  1.52640740E-02  4.84825806E-06  9.56722273E-01  6.90347114E-04
  1.83800000E-02  8.38996060E+03  1.53652267E+01 -1.98355121E+04  2.14773119E+01 -1.14455515E+04  6.69344334E+00 -1.14455515E+04  6.69344334E+00  2.88386171E+01  3.00911333E-02 -6.81827299E+01  1.86570153E-02 -3.93441128E+01  1.40037688E-02  2.90912719E+02  2.39746417E-01  8.46338268E+04  1.37998636E+02  1.53974653E-02  1.26893291E-05  9.18617088E-01  1.73224619E-03
  2.08300000E-02  8.05788886E+03  1.38378296E+01 -1.98702568E+04  1.98104927E+01 -1.18123679E+04  6.26866435E+00 -1.18123679E+04  6.26866435E+00  2.77833201E+01  2.81486608E-02 -6.85132225E+01  1.96791593E-02 -4.07299023E+01  1.04774351E-02  2.90018661E+02  2.08387394E-01  8.41123978E+04  1.20534290E+02  1.53501445E-02  1.10295550E-05  9.70424695E-01  3.75616219E-04
