# PIMCID 01.200-0064-00.022-0.01040-304288402
# Number Samples  29432
3.020833E-01         0.05007	     0.00127	 2.54
3.125000E-01         0.04620	     0.00130	 2.80
3.229167E-01         0.04269	     0.00132	 3.09
3.333333E-01         0.03967	     0.00134	 3.39
3.437500E-01         0.03706	     0.00137	 3.70
3.541667E-01         0.03485	     0.00140	 4.02
3.645833E-01         0.03297	     0.00143	 4.33
3.750000E-01         0.03148	     0.00146	 4.63
3.854167E-01         0.03030	     0.00148	 4.90
3.958333E-01         0.02944	     0.00151	 5.12
4.062500E-01         0.02896	     0.00152	 5.25
4.166667E-01         0.02879	     0.00153	 5.31
4.270833E-01         0.02896	     0.00152	 5.25
4.375000E-01         0.02944	     0.00151	 5.12
4.479167E-01         0.03030	     0.00148	 4.90
4.583333E-01         0.03148	     0.00146	 4.63
4.687500E-01         0.03297	     0.00143	 4.33
4.791667E-01         0.03485	     0.00140	 4.02
4.895833E-01         0.03706	     0.00137	 3.70
5.000000E-01         0.03967	     0.00134	 3.39
5.104167E-01         0.04269	     0.00132	 3.09
5.208333E-01         0.04620	     0.00130	 2.80
5.312500E-01         0.05007	     0.00127	 2.54
5.416667E-01         0.05429	     0.00125	 2.31
5.520833E-01         0.05890	     0.00124	 2.10
5.625000E-01         0.06413	     0.00122	 1.90
5.729167E-01         0.06994	     0.00121	 1.73
5.833333E-01         0.07649	     0.00120	 1.56
5.937500E-01         0.08385	     0.00119	 1.41
6.041667E-01         0.09198	     0.00118	 1.28
6.145833E-01         0.10097	     0.00117	 1.16
6.250000E-01         0.11097	     0.00117	 1.06
6.354167E-01         0.12212	     0.00117	 0.96
6.458333E-01         0.13454	     0.00118	 0.87
6.562500E-01         0.14829	     0.00118	 0.80
6.666667E-01         0.16378	     0.00119	 0.73
6.770833E-01         0.18087	     0.00120	 0.66
6.875000E-01         0.19981	     0.00121	 0.61
6.979167E-01         0.22093	     0.00123	 0.56
7.083333E-01         0.24461	     0.00125	 0.51
7.187500E-01         0.27109	     0.00127	 0.47
7.291667E-01         0.30090	     0.00129	 0.43
7.395833E-01         0.33450	     0.00131	 0.39
7.500000E-01         0.37242	     0.00134	 0.36
7.604167E-01         0.41554	     0.00137	 0.33
7.708333E-01         0.46495	     0.00140	 0.30
7.812500E-01         0.52202	     0.00143	 0.27
7.916667E-01         0.58884	     0.00146	 0.25
8.020833E-01         0.66855	     0.00148	 0.22
8.125000E-01         0.76607	     0.00151	 0.20
8.229167E-01         0.88993	     0.00152	 0.17
