# PIMCID 01.200-0064-00.022-0.01040-304288402
# Number Samples  29432
0.000000E+00         0.18463	     0.00021	 0.11
1.041667E-02         0.15302	     0.00021	 0.13
2.083333E-02         0.12816	     0.00020	 0.16
3.125000E-02         0.10817	     0.00020	 0.18
4.166667E-02         0.09185	     0.00019	 0.21
5.208333E-02         0.07835	     0.00019	 0.24
6.250000E-02         0.06709	     0.00018	 0.27
7.291667E-02         0.05765	     0.00018	 0.31
8.333333E-02         0.04968	     0.00017	 0.35
9.375000E-02         0.04290	     0.00017	 0.39
1.041667E-01         0.03713	     0.00016	 0.44
1.145833E-01         0.03219	     0.00016	 0.50
1.250000E-01         0.02793	     0.00016	 0.57
1.354167E-01         0.02427	     0.00016	 0.65
1.458333E-01         0.02111	     0.00016	 0.74
1.562500E-01         0.01838	     0.00015	 0.84
1.666667E-01         0.01601	     0.00015	 0.96
1.770833E-01         0.01397	     0.00015	 1.09
1.875000E-01         0.01219	     0.00015	 1.25
1.979167E-01         0.01064	     0.00015	 1.43
2.083333E-01         0.00931	     0.00015	 1.63
2.187500E-01         0.00816	     0.00015	 1.86
2.291667E-01         0.00715	     0.00015	 2.13
2.395833E-01         0.00629	     0.00015	 2.44
2.500000E-01         0.00555	     0.00015	 2.78
2.604167E-01         0.00491	     0.00016	 3.16
2.708333E-01         0.00437	     0.00016	 3.58
2.812500E-01         0.00390	     0.00016	 4.06
2.916667E-01         0.00349	     0.00016	 4.59
3.020833E-01         0.00314	     0.00016	 5.18
3.125000E-01         0.00281	     0.00017	 5.90
3.229167E-01         0.00254	     0.00017	 6.67
3.333333E-01         0.00230	     0.00017	 7.52
3.437500E-01         0.00211	     0.00018	 8.38
3.541667E-01         0.00198	     0.00018	 9.20
3.645833E-01         0.00189	     0.00019	 9.91
3.750000E-01         0.00182	     0.00019	10.55
3.854167E-01         0.00177	     0.00020	11.18
3.958333E-01         0.00171	     0.00020	11.84
4.062500E-01         0.00166	     0.00021	12.41
4.166667E-01         0.00165	     0.00021	12.59
4.270833E-01         0.00166	     0.00021	12.41
4.375000E-01         0.00171	     0.00020	11.84
4.479167E-01         0.00177	     0.00020	11.18
4.583333E-01         0.00182	     0.00019	10.55
4.687500E-01         0.00189	     0.00019	 9.91
4.791667E-01         0.00198	     0.00018	 9.20
4.895833E-01         0.00211	     0.00018	 8.38
5.000000E-01         0.00230	     0.00017	 7.52
5.104167E-01         0.00254	     0.00017	 6.67
5.208333E-01         0.00281	     0.00017	 5.90
5.312500E-01         0.00314	     0.00016	 5.18
5.416667E-01         0.00349	     0.00016	 4.59
5.520833E-01         0.00390	     0.00016	 4.06
5.625000E-01         0.00437	     0.00016	 3.58
5.729167E-01         0.00491	     0.00016	 3.16
5.833333E-01         0.00555	     0.00015	 2.78
5.937500E-01         0.00629	     0.00015	 2.44
6.041667E-01         0.00715	     0.00015	 2.13
6.145833E-01         0.00816	     0.00015	 1.86
6.250000E-01         0.00931	     0.00015	 1.63
6.354167E-01         0.01064	     0.00015	 1.43
6.458333E-01         0.01219	     0.00015	 1.25
6.562500E-01         0.01397	     0.00015	 1.09
6.666667E-01         0.01601	     0.00015	 0.96
6.770833E-01         0.01838	     0.00015	 0.84
6.875000E-01         0.02111	     0.00016	 0.74
6.979167E-01         0.02427	     0.00016	 0.65
7.083333E-01         0.02793	     0.00016	 0.57
7.187500E-01         0.03219	     0.00016	 0.50
7.291667E-01         0.03713	     0.00016	 0.44
7.395833E-01         0.04290	     0.00017	 0.39
7.500000E-01         0.04968	     0.00017	 0.35
7.604167E-01         0.05765	     0.00018	 0.31
7.708333E-01         0.06709	     0.00018	 0.27
7.812500E-01         0.07835	     0.00019	 0.24
7.916667E-01         0.09185	     0.00019	 0.21
8.020833E-01         0.10817	     0.00020	 0.18
8.125000E-01         0.12816	     0.00020	 0.16
8.229167E-01         0.15302	     0.00021	 0.13
0.000000E+00         0.96135	     0.00136	 0.14
1.041667E-02         0.80362	     0.00135	 0.17
2.083333E-02         0.68816	     0.00134	 0.19
3.125000E-02         0.59801	     0.00132	 0.22
4.166667E-02         0.52486	     0.00129	 0.25
5.208333E-02         0.46374	     0.00126	 0.27
6.250000E-02         0.41176	     0.00124	 0.30
7.291667E-02         0.36693	     0.00121	 0.33
8.333333E-02         0.32778	     0.00118	 0.36
9.375000E-02         0.29347	     0.00116	 0.39
1.041667E-01         0.26317	     0.00114	 0.43
1.145833E-01         0.23631	     0.00112	 0.47
1.250000E-01         0.21244	     0.00110	 0.52
1.354167E-01         0.19105	     0.00108	 0.57
1.458333E-01         0.17192	     0.00107	 0.62
1.562500E-01         0.15489	     0.00105	 0.68
1.666667E-01         0.13956	     0.00104	 0.75
1.770833E-01         0.12579	     0.00104	 0.82
1.875000E-01         0.11342	     0.00103	 0.91
1.979167E-01         0.10239	     0.00103	 1.00
2.083333E-01         0.09255	     0.00103	 1.11
2.187500E-01         0.08368	     0.00103	 1.23
2.291667E-01         0.07573	     0.00103	 1.36
2.395833E-01         0.06864	     0.00104	 1.51
2.500000E-01         0.06221	     0.00104	 1.67
2.604167E-01         0.05635	     0.00105	 1.86
2.708333E-01         0.05113	     0.00106	 2.07
2.812500E-01         0.04656	     0.00107	 2.31
2.916667E-01         0.04246	     0.00109	 2.56
3.020833E-01         0.03890	     0.00111	 2.84
3.125000E-01         0.03587	     0.00112	 3.14
3.229167E-01         0.03317	     0.00115	 3.46
3.333333E-01         0.03074	     0.00117	 3.81
3.437500E-01         0.02857	     0.00120	 4.19
3.541667E-01         0.02678	     0.00122	 4.57
3.645833E-01         0.02534	     0.00125	 4.94
3.750000E-01         0.02412	     0.00128	 5.30
3.854167E-01         0.02319	     0.00130	 5.61
3.958333E-01         0.02256	     0.00132	 5.86
4.062500E-01         0.02216	     0.00134	 6.03
4.166667E-01         0.02207	     0.00134	 6.09
4.270833E-01         0.02216	     0.00134	 6.03
4.375000E-01         0.02256	     0.00132	 5.86
4.479167E-01         0.02319	     0.00130	 5.61
4.583333E-01         0.02412	     0.00128	 5.30
4.687500E-01         0.02534	     0.00125	 4.94
4.791667E-01         0.02678	     0.00122	 4.57
4.895833E-01         0.02857	     0.00120	 4.19
5.000000E-01         0.03074	     0.00117	 3.81
5.104167E-01         0.03317	     0.00115	 3.46
5.208333E-01         0.03587	     0.00112	 3.14
5.312500E-01         0.03890	     0.00111	 2.84
5.416667E-01         0.04246	     0.00109	 2.56
5.520833E-01         0.04656	     0.00107	 2.31
5.625000E-01         0.05113	     0.00106	 2.07
5.729167E-01         0.05635	     0.00105	 1.86
5.833333E-01         0.06221	     0.00104	 1.67
5.937500E-01         0.06864	     0.00104	 1.51
6.041667E-01         0.07573	     0.00103	 1.36
6.145833E-01         0.08368	     0.00103	 1.23
6.250000E-01         0.09255	     0.00103	 1.11
6.354167E-01         0.10239	     0.00103	 1.00
6.458333E-01         0.11342	     0.00103	 0.91
6.562500E-01         0.12579	     0.00104	 0.82
6.666667E-01         0.13956	     0.00104	 0.75
6.770833E-01         0.15489	     0.00105	 0.68
6.875000E-01         0.17192	     0.00107	 0.62
6.979167E-01         0.19105	     0.00108	 0.57
7.083333E-01         0.21244	     0.00110	 0.52
7.187500E-01         0.23631	     0.00112	 0.47
7.291667E-01         0.26317	     0.00114	 0.43
7.395833E-01         0.29347	     0.00116	 0.39
7.500000E-01         0.32778	     0.00118	 0.36
7.604167E-01         0.36693	     0.00121	 0.33
7.708333E-01         0.41176	     0.00124	 0.30
7.812500E-01         0.46374	     0.00126	 0.27
7.916667E-01         0.52486	     0.00129	 0.25
8.020833E-01         0.59801	     0.00132	 0.22
8.125000E-01         0.68816	     0.00134	 0.19
8.229167E-01         0.80362	     0.00135	 0.17
0.000000E+00         1.05810	     0.00153	 0.14
1.041667E-02         0.88993	     0.00152	 0.17
2.083333E-02         0.76607	     0.00151	 0.20
3.125000E-02         0.66855	     0.00148	 0.22
4.166667E-02         0.58884	     0.00146	 0.25
5.208333E-02         0.52202	     0.00143	 0.27
6.250000E-02         0.46495	     0.00140	 0.30
7.291667E-02         0.41554	     0.00137	 0.33
8.333333E-02         0.37242	     0.00134	 0.36
9.375000E-02         0.33450	     0.00131	 0.39
1.041667E-01         0.30090	     0.00129	 0.43
1.145833E-01         0.27109	     0.00127	 0.47
1.250000E-01         0.24461	     0.00125	 0.51
1.354167E-01         0.22093	     0.00123	 0.56
1.458333E-01         0.19981	     0.00121	 0.61
1.562500E-01         0.18087	     0.00120	 0.66
1.666667E-01         0.16378	     0.00119	 0.73
1.770833E-01         0.14829	     0.00118	 0.80
1.875000E-01         0.13454	     0.00118	 0.87
1.979167E-01         0.12212	     0.00117	 0.96
2.083333E-01         0.11097	     0.00117	 1.06
2.187500E-01         0.10097	     0.00117	 1.16
2.291667E-01         0.09198	     0.00118	 1.28
2.395833E-01         0.08385	     0.00119	 1.41
2.500000E-01         0.07649	     0.00120	 1.56
2.604167E-01         0.06994	     0.00121	 1.73
2.708333E-01         0.06413	     0.00122	 1.90
2.812500E-01         0.05890	     0.00124	 2.10
2.916667E-01         0.05429	     0.00125	 2.31
