# PIMCID 01.200-0064-00.022-0.01040-304040381
# Number Samples   4656
0.000000E+00        64.00000	     0.00000	 0.00
4.391943E-01         0.11774	     0.00052	 0.44
8.783886E-01         0.21351	     0.00057	 0.27
1.317583E+00         0.40124	     0.00097	 0.24
1.756777E+00         0.97736	     0.00363	 0.37
2.195971E+00         1.29932	     0.00407	 0.31
2.635166E+00         1.01685	     0.00175	 0.17
3.074360E+00         0.93569	     0.00112	 0.12
3.513554E+00         0.95974	     0.00100	 0.10
3.952749E+00         1.00130	     0.00093	 0.09
