0.000000000000000000e+00	1.065977699999999917e+00	2.213467379999999995e-03
1.041666999999999940e-02	8.978212300000000257e-01	2.217823829999999996e-03
2.083333000000000060e-02	7.739361190000000335e-01	2.211079349999999812e-03
3.125000000000000000e-02	6.764081199999999461e-01	2.194592320000000006e-03
4.166667000000000287e-02	5.967695290000000208e-01	2.167693610000000215e-03
5.208332999999999713e-02	5.299442880000000411e-01	2.141439419999999812e-03
6.250000000000000000e-02	4.727867090000000272e-01	2.125024159999999891e-03
7.291667000000000287e-02	4.232338010000000206e-01	2.111781740000000154e-03
8.333332999999999713e-02	3.798291990000000062e-01	2.096152620000000123e-03
9.375000000000000000e-02	3.415859800000000113e-01	2.083457620000000055e-03
1.041667000000000010e-01	3.077357709999999913e-01	2.065797070000000013e-03
1.145832999999999990e-01	2.776245379999999763e-01	2.045958860000000098e-03
1.250000000000000000e-01	2.507868189999999942e-01	2.017260849999999960e-03
1.354167000000000010e-01	2.267170440000000065e-01	1.990544569999999798e-03
1.458332999999999990e-01	2.050638250000000051e-01	1.966657430000000144e-03
1.562500000000000000e-01	1.856040160000000105e-01	1.942035720000000101e-03
1.666667000000000010e-01	1.681799700000000120e-01	1.925989620000000038e-03
1.770832999999999990e-01	1.524000570000000054e-01	1.917962590000000080e-03
1.875000000000000000e-01	1.381730170000000091e-01	1.912116099999999980e-03
1.979167000000000010e-01	1.253311960000000058e-01	1.899989780000000067e-03
2.083332999999999990e-01	1.138043630000000056e-01	1.897446230000000063e-03
2.187500000000000000e-01	1.033486110000000069e-01	1.895221099999999919e-03
2.291667000000000010e-01	9.393815140000000286e-02	1.904443779999999940e-03
2.395832999999999990e-01	8.544897320000000018e-02	1.923481010000000066e-03
2.500000000000000000e-01	7.786901699999999871e-02	1.965929720000000099e-03
2.604167000000000010e-01	7.103233570000000441e-02	2.006090109999999864e-03
2.708332999999999990e-01	6.494876389999999777e-02	2.031962989999999952e-03
2.812500000000000000e-01	5.952540769999999787e-02	2.068660500000000114e-03
2.916667000000000010e-01	5.480847619999999754e-02	2.108298140000000077e-03
3.020832999999999990e-01	5.063374090000000161e-02	2.148298309999999937e-03
3.125000000000000000e-01	4.689451830000000015e-02	2.185877709999999897e-03
3.229167000000000010e-01	4.354568240000000062e-02	2.217199889999999906e-03
3.333332999999999990e-01	4.054893009999999826e-02	2.255139599999999959e-03
3.437500000000000000e-01	3.804459720000000211e-02	2.289521709999999856e-03
3.541667000000000010e-01	3.594536940000000319e-02	2.329912229999999904e-03
3.645832999999999990e-01	3.423744299999999935e-02	2.366067999999999817e-03
3.750000000000000000e-01	3.295622279999999710e-02	2.392184680000000209e-03
3.854167000000000010e-01	3.193272850000000024e-02	2.416414789999999854e-03
3.958332999999999990e-01	3.120867689999999930e-02	2.439216149999999961e-03
4.062500000000000000e-01	3.076337139999999956e-02	2.454610549999999836e-03
4.166667000000000010e-01	3.058044110000000121e-02	2.459697350000000175e-03
4.270832999999999990e-01	3.076337139999999956e-02	2.454610549999999836e-03
4.375000000000000000e-01	3.120867689999999930e-02	2.439216149999999961e-03
4.479167000000000010e-01	3.193272850000000024e-02	2.416414789999999854e-03
4.583332999999999990e-01	3.295622279999999710e-02	2.392184680000000209e-03
4.687500000000000000e-01	3.423744299999999935e-02	2.366067999999999817e-03
4.791667000000000010e-01	3.594536940000000319e-02	2.329912229999999904e-03
4.895832999999999990e-01	3.804459720000000211e-02	2.289521709999999856e-03
5.000000000000000000e-01	4.054893009999999826e-02	2.255139599999999959e-03
5.104166999999999454e-01	4.354568240000000062e-02	2.217199889999999906e-03
5.208333000000000546e-01	4.689451830000000015e-02	2.185877709999999897e-03
5.312500000000000000e-01	5.063374090000000161e-02	2.148298309999999937e-03
5.416666999999999454e-01	5.480847619999999754e-02	2.108298140000000077e-03
5.520833000000000546e-01	5.952540769999999787e-02	2.068660500000000114e-03
5.625000000000000000e-01	6.494876389999999777e-02	2.031962989999999952e-03
5.729166999999999454e-01	7.103233570000000441e-02	2.006090109999999864e-03
5.833333000000000546e-01	7.786901699999999871e-02	1.965929720000000099e-03
5.937500000000000000e-01	8.544897320000000018e-02	1.923481010000000066e-03
6.041666999999999454e-01	9.393815140000000286e-02	1.904443779999999940e-03
6.145833000000000546e-01	1.033486110000000069e-01	1.895221099999999919e-03
6.250000000000000000e-01	1.138043630000000056e-01	1.897446230000000063e-03
6.354166999999999454e-01	1.253311960000000058e-01	1.899989780000000067e-03
6.458333000000000546e-01	1.381730170000000091e-01	1.912116099999999980e-03
6.562500000000000000e-01	1.524000570000000054e-01	1.917962590000000080e-03
6.666666999999999454e-01	1.681799700000000120e-01	1.925989620000000038e-03
6.770833000000000546e-01	1.856040160000000105e-01	1.942035720000000101e-03
6.875000000000000000e-01	2.050638250000000051e-01	1.966657430000000144e-03
6.979166999999999454e-01	2.267170440000000065e-01	1.990544569999999798e-03
7.083333000000000546e-01	2.507868189999999942e-01	2.017260849999999960e-03
7.187500000000000000e-01	2.776245379999999763e-01	2.045958860000000098e-03
7.291666999999999454e-01	3.077357709999999913e-01	2.065797070000000013e-03
7.395833000000000546e-01	3.415859800000000113e-01	2.083457620000000055e-03
7.500000000000000000e-01	3.798291990000000062e-01	2.096152620000000123e-03
7.604166999999999454e-01	4.232338010000000206e-01	2.111781740000000154e-03
7.708333000000000546e-01	4.727867090000000272e-01	2.125024159999999891e-03
7.812500000000000000e-01	5.299442880000000411e-01	2.141439419999999812e-03
7.916666999999999454e-01	5.967695290000000208e-01	2.167693610000000215e-03
8.020833000000000546e-01	6.764081199999999461e-01	2.194592320000000006e-03
8.125000000000000000e-01	7.739361190000000335e-01	2.211079349999999812e-03
8.229166999999999454e-01	8.978212300000000257e-01	2.217823829999999996e-03
8.333333699999999622e-01	1.065977699999999917e+00	2.213467379999999995e-03
