1.295266721540499818e-07	1.285758637326083305e-07	1.258906585239906241e-07	1.219851557058847499e-07	1.172623217516736682e-07	1.118720966357943668e-07	1.059857146935522333e-07	9.978495684467528634e-08	9.349292684123513747e-08	8.719752126555928860e-08	8.101088536530875629e-08	7.508879402063593159e-08	6.935190648550222663e-08	6.396290289420421567e-08	5.880310298859860924e-08	5.393646300681938885e-08	4.941298089380358609e-08	4.539033440567115576e-08	4.173577368357654033e-08	3.834608250207029366e-08	3.518182880364787510e-08	3.232070001467442795e-08	2.967264059714989791e-08	2.730924896614988653e-08	2.520606930531018663e-08	2.331621852547697126e-08	2.158389632997820159e-08	1.998310116554918497e-08	1.844142541441081582e-08	1.708723917075535657e-08	1.590046104388299176e-08	1.487910584280075621e-08	1.395306837076089869e-08	1.315419719612623861e-08	1.240881783603763411e-08	1.177103470648131526e-08	1.123003269605044333e-08	1.069311683391709614e-08	1.034216599388921236e-08	1.024268450800353142e-08	1.026637062786149751e-08	1.024268450800353307e-08	1.034216599388921236e-08	1.069311683391708952e-08	1.123003269605044499e-08	1.177103470648131526e-08	1.240881783603763411e-08	1.315419719612623861e-08	1.395306837076089869e-08	1.487910584280075621e-08	1.590046104388298845e-08	1.708723917075535657e-08	1.844142541441081582e-08	1.998310116554918497e-08	2.158389632997690126e-08	2.331621852547697126e-08	2.520606930531018663e-08	2.730924896614988653e-08	2.967264059714989791e-08	3.232070001467442795e-08	3.518182880364787510e-08	3.834608250207029366e-08	4.173577368357654033e-08	4.539033440567115576e-08	4.941298089380358609e-08	5.393646300681938885e-08	5.880310298859860924e-08	6.396290289420421567e-08	6.935190648550222663e-08	7.508879402063593159e-08	8.101088536530875629e-08	8.719752126555928860e-08	9.349292684123513747e-08	9.978495684467528634e-08	1.059857146935522333e-07	1.118720966357943668e-07	1.172623217516736814e-07	1.219851557058847764e-07	1.258906585239906241e-07	1.285758637326083041e-07	1.295266721540499818e-07
1.285758637326083305e-07	1.278541838987644820e-07	1.253495209568623361e-07	1.215899924662169030e-07	1.169876477503507720e-07	1.117045545864403660e-07	1.059091526689782782e-07	9.977887117946267533e-08	9.354288954542498939e-08	8.729135934747006991e-08	8.113900020223579597e-08	7.523743151185252299e-08	6.951335656662650450e-08	6.413617133370785751e-08	5.898463590490419819e-08	5.412464214650687005e-08	4.960208474936665042e-08	4.557393174539212645e-08	4.191471468595807491e-08	3.852402855766612767e-08	3.535257067749020477e-08	3.248892339098022344e-08	2.984124100437008424e-08	2.747971199061909960e-08	2.537252374805438965e-08	2.347464396058895236e-08	2.173399247643482262e-08	2.012896858401156593e-08	1.858168939735023691e-08	1.722384158636558035e-08	1.603230044057278622e-08	1.500678285773727977e-08	1.406884449212632435e-08	1.326026132323058651e-08	1.250344437599400820e-08	1.185890864832540462e-08	1.130978202826120467e-08	1.076846036083923036e-08	1.042030930977906916e-08	1.031736401617688924e-08	1.034026061881939189e-08	1.031736401617689089e-08	1.042030930977906916e-08	1.076846036083922871e-08	1.130978202826120302e-08	1.185890864832540462e-08	1.250344437599400820e-08	1.326026132323058651e-08	1.406884449212632435e-08	1.500678285773727977e-08	1.603230044057278622e-08	1.722384158636558035e-08	1.858168939735023691e-08	2.012896858401156593e-08	2.173399247643350575e-08	2.347464396058895236e-08	2.537252374805438965e-08	2.747971199061909960e-08	2.984124100437008424e-08	3.248892339098022344e-08	3.535257067749020477e-08	3.852402855766612767e-08	4.191471468595807491e-08	4.557393174539212645e-08	4.960208474936665042e-08	5.412464214650687005e-08	5.898463590490419819e-08	6.413617133370785751e-08	6.951335656662650450e-08	7.523743151185252299e-08	8.113900020223579597e-08	8.729135934747006991e-08	9.354288954542498939e-08	9.977887117946267533e-08	1.059091526689782782e-07	1.117045545864403660e-07	1.169876477503507853e-07	1.215899924662168765e-07	1.253495209568623626e-07	1.278541838987644820e-07	1.285758637326083041e-07
1.258906585239906241e-07	1.253495209568623361e-07	1.234033709446420351e-07	1.200973900591040849e-07	1.158704948322697684e-07	1.109100697607627912e-07	1.053943899066965507e-07	9.950203337848807028e-08	9.346106091040906230e-08	8.736695688560328398e-08	8.134105321968713416e-08	7.553057297625687509e-08	6.987297225987091002e-08	6.454149370373483519e-08	5.942316103233628727e-08	5.458897504543039569e-08	5.008327240367067685e-08	4.605467421157385472e-08	4.238397031668641639e-08	3.897484747025621898e-08	3.578198538570879497e-08	3.290034796784829217e-08	3.024402485545910238e-08	2.786900551532607158e-08	2.574288142053807690e-08	2.382591467046583255e-08	2.206376864065473656e-08	2.043555091609080954e-08	1.886392192986311862e-08	1.748524915276724332e-08	1.626630280612573444e-08	1.521915224268811899e-08	1.426032255929510239e-08	1.343916097867047836e-08	1.267015525243464499e-08	1.201811787546730535e-08	1.145934490630913417e-08	1.090928454814087765e-08	1.056244598934296442e-08	1.045577524906057572e-08	1.047816388595226849e-08	1.045577524906057738e-08	1.056244598934296773e-08	1.090928454814087600e-08	1.145934490630913417e-08	1.201811787546730535e-08	1.267015525243464499e-08	1.343916097867047836e-08	1.426032255929510239e-08	1.521915224268811899e-08	1.626630280612573775e-08	1.748524915276724332e-08	1.886392192986311862e-08	2.043555091609080954e-08	2.206376864065344285e-08	2.382591467046583255e-08	2.574288142053807690e-08	2.786900551532607158e-08	3.024402485545910238e-08	3.290034796784829217e-08	3.578198538570879497e-08	3.897484747025621898e-08	4.238397031668641639e-08	4.605467421157385472e-08	5.008327240367067685e-08	5.458897504543039569e-08	5.942316103233628727e-08	6.454149370373483519e-08	6.987297225987091002e-08	7.553057297625687509e-08	8.134105321968713416e-08	8.736695688560328398e-08	9.346106091040906230e-08	9.950203337848807028e-08	1.053943899066965507e-07	1.109100697607627912e-07	1.158704948322697684e-07	1.200973900591040849e-07	1.234033709446420351e-07	1.253495209568623626e-07	1.258906585239906241e-07
1.219851557058847499e-07	1.215899924662169030e-07	1.200973900591040849e-07	1.175785637287881668e-07	1.140039498074609112e-07	1.096006848841116772e-07	1.045635978261268007e-07	9.908027576075965326e-08	9.338186833088507587e-08	8.756911472190174746e-08	8.176809239594644877e-08	7.611802890161830741e-08	7.058374220275747521e-08	6.533621906491623172e-08	6.026910354748970964e-08	5.546788817041372633e-08	5.097405688451976844e-08	4.694287046267206431e-08	4.325361123678622387e-08	3.981423972646414188e-08	3.659079541555948985e-08	3.367965836140796607e-08	3.100067202597282484e-08	2.859383878905573483e-08	2.643065006840203101e-08	2.447837559424274006e-08	2.267882767508692844e-08	2.101261780244407541e-08	1.940509062400562823e-08	1.798922490592899939e-08	1.672848933143669621e-08	1.564592133340901067e-08	1.465275258918319021e-08	1.380799462684691959e-08	1.301604553151189228e-08	1.235101861977408030e-08	1.177849642094344621e-08	1.121853982676817669e-08	1.086946723600668365e-08	1.076143551233157654e-08	1.078413303398871756e-08	1.076143551233157985e-08	1.086946723600668365e-08	1.121853982676817669e-08	1.177849642094344787e-08	1.235101861977408030e-08	1.301604553151189228e-08	1.380799462684691959e-08	1.465275258918319021e-08	1.564592133340901067e-08	1.672848933143669621e-08	1.798922490592899939e-08	1.940509062400562823e-08	2.101261780244407541e-08	2.267882767508562811e-08	2.447837559424274006e-08	2.643065006840203101e-08	2.859383878905573483e-08	3.100067202597282484e-08	3.367965836140796607e-08	3.659079541555948985e-08	3.981423972646414188e-08	4.325361123678622387e-08	4.694287046267206431e-08	5.097405688451976844e-08	5.546788817041372633e-08	6.026910354748970964e-08	6.533621906491623172e-08	7.058374220275747521e-08	7.611802890161830741e-08	8.176809239594644877e-08	8.756911472190174746e-08	9.338186833088507587e-08	9.908027576075965326e-08	1.045635978261268007e-07	1.096006848841116772e-07	1.140039498074609112e-07	1.175785637287881668e-07	1.200973900591040849e-07	1.215899924662168765e-07	1.219851557058847764e-07
1.172623217516736682e-07	1.169876477503507720e-07	1.158704948322697684e-07	1.140039498074609112e-07	1.113803217785578064e-07	1.077728240864899173e-07	1.034022364892852576e-07	9.848010907268227335e-08	9.325127986354610466e-08	8.782504432374756775e-08	8.232945000910204407e-08	7.689710446807822552e-08	7.152280087155399560e-08	6.637740368210298531e-08	6.137532339385799786e-08	5.661656667653415908e-08	5.213621254108101294e-08	4.809702084196427918e-08	4.438529809514247198e-08	4.091036251466474607e-08	3.764497475500109261e-08	3.469019872833356683e-08	3.197057990033257190e-08	2.951844429004333718e-08	2.730707301797873857e-08	2.531112736234441418e-08	2.345880393010368712e-08	2.173746540188817291e-08	2.007816061156883333e-08	1.862327501859797060e-08	1.732072712105309398e-08	1.619917756023989166e-08	1.516724786978896921e-08	1.429292325115220025e-08	1.347377988032118437e-08	1.279773361844393824e-08	1.221373648789584270e-08	1.164615510517381820e-08	1.129993038936809332e-08	1.119134977311339061e-08	1.120747786027686380e-08	1.119134977311339557e-08	1.129993038936809332e-08	1.164615510517381820e-08	1.221373648789583939e-08	1.279773361844393824e-08	1.347377988032118437e-08	1.429292325115220025e-08	1.516724786978896921e-08	1.619917756023989166e-08	1.732072712105309398e-08	1.862327501859797060e-08	2.007816061156883333e-08	2.173746540188817291e-08	2.345880393010242649e-08	2.531112736234441418e-08	2.730707301797873857e-08	2.951844429004333718e-08	3.197057990033257190e-08	3.469019872833356683e-08	3.764497475500109261e-08	4.091036251466474607e-08	4.438529809514247198e-08	4.809702084196427918e-08	5.213621254108101294e-08	5.661656667653415908e-08	6.137532339385799786e-08	6.637740368210298531e-08	7.152280087155399560e-08	7.689710446807822552e-08	8.232945000910204407e-08	8.782504432374756775e-08	9.325127986354610466e-08	9.848010907268227335e-08	1.034022364892852576e-07	1.077728240864899173e-07	1.113803217785578064e-07	1.140039498074609112e-07	1.158704948322697684e-07	1.169876477503507853e-07	1.172623217516736814e-07
1.118720966357943668e-07	1.117045545864403660e-07	1.109100697607627912e-07	1.096006848841116772e-07	1.077728240864899173e-07	1.052362923425971834e-07	1.017449078134297827e-07	9.755469983377523626e-08	9.292977054318671626e-08	8.800312579289868854e-08	8.290995112044117669e-08	7.777247419677858032e-08	7.261322059971410384e-08	6.761243285047997655e-08	6.270085004429193375e-08	5.800243106450994382e-08	5.354291274177300678e-08	4.949040375269974938e-08	4.574654101428619191e-08	4.223103611297451587e-08	3.891834336401136184e-08	3.591578702095910606e-08	3.315335834698407638e-08	3.064478709091091039e-08	2.836925822420038349e-08	2.631168492042163160e-08	2.439330121498487858e-08	2.260451113814917371e-08	2.088323596271685377e-08	1.937952459270921965e-08	1.803087669024160790e-08	1.686445368981232979e-08	1.579433428115305506e-08	1.489084252473316872e-08	1.404973632766308398e-08	1.337147618528889292e-08	1.278057504817890874e-08	1.221517259020973275e-08	1.188355600934824751e-08	1.177568787175129120e-08	1.178404029641481504e-08	1.177568787175129451e-08	1.188355600934824751e-08	1.221517259020972779e-08	1.278057504817890874e-08	1.337147618528889292e-08	1.404973632766308398e-08	1.489084252473316872e-08	1.579433428115305506e-08	1.686445368981232979e-08	1.803087669024161121e-08	1.937952459270921965e-08	2.088323596271685377e-08	2.260451113814917371e-08	2.439330121498364111e-08	2.631168492042163160e-08	2.836925822420038349e-08	3.064478709091091039e-08	3.315335834698407638e-08	3.591578702095910606e-08	3.891834336401136184e-08	4.223103611297451587e-08	4.574654101428619191e-08	4.949040375269974938e-08	5.354291274177300678e-08	5.800243106450994382e-08	6.270085004429193375e-08	6.761243285047997655e-08	7.261322059971410384e-08	7.777247419677858032e-08	8.290995112044117669e-08	8.800312579289868854e-08	9.292977054318671626e-08	9.755469983377523626e-08	1.017449078134297827e-07	1.052362923425971834e-07	1.077728240864899173e-07	1.096006848841116772e-07	1.109100697607627912e-07	1.117045545864403925e-07	1.118720966357943668e-07
1.059857146935522333e-07	1.059091526689782782e-07	1.053943899066965507e-07	1.045635978261268007e-07	1.034022364892852576e-07	1.017449078134297827e-07	9.938261258628268807e-08	9.612013086765615955e-08	9.225856811356937065e-08	8.795934967880194268e-08	8.337881173021905470e-08	7.863247358803808594e-08	7.377302130180186747e-08	6.899032742575742440e-08	6.422680021799488657e-08	5.962544159946075900e-08	5.521432664710351759e-08	5.116228389902853392e-08	4.739305784343344889e-08	4.383791464919750109e-08	4.047686955359749420e-08	3.741652243285322844e-08	3.460228341913454915e-08	3.203121054368954254e-08	2.968407217862589401e-08	2.755264523902422535e-08	2.555625564566676831e-08	2.369082431248043699e-08	2.189720420379479334e-08	2.032592945359420664e-08	1.892256648646942876e-08	1.770210317942159438e-08	1.659057878732483440e-08	1.566318958606542815e-08	1.480628766332104090e-08	1.412846201194174434e-08	1.352741457140761119e-08	1.296499609375112796e-08	1.263870917213998605e-08	1.252682194310394637e-08	1.252749267217764130e-08	1.252682194310395795e-08	1.263870917213998935e-08	1.296499609375112796e-08	1.352741457140761119e-08	1.412846201194174434e-08	1.480628766332104090e-08	1.566318958606542815e-08	1.659057878732483440e-08	1.770210317942159438e-08	1.892256648646942876e-08	2.032592945359420664e-08	2.189720420379479334e-08	2.369082431248043699e-08	2.555625564566558048e-08	2.755264523902422535e-08	2.968407217862589401e-08	3.203121054368954254e-08	3.460228341913454915e-08	3.741652243285322844e-08	4.047686955359749420e-08	4.383791464919750109e-08	4.739305784343344889e-08	5.116228389902853392e-08	5.521432664710351759e-08	5.962544159946075900e-08	6.422680021799488657e-08	6.899032742575742440e-08	7.377302130180186747e-08	7.863247358803808594e-08	8.337881173021905470e-08	8.795934967880194268e-08	9.225856811356937065e-08	9.612013086765615955e-08	9.938261258628268807e-08	1.017449078134297827e-07	1.034022364892852311e-07	1.045635978261268007e-07	1.053943899066965771e-07	1.059091526689782518e-07	1.059857146935522333e-07
9.978495684467528634e-08	9.977887117946267533e-08	9.950203337848807028e-08	9.908027576075965326e-08	9.848010907268227335e-08	9.755469983377523626e-08	9.612013086765615955e-08	9.402104915234047471e-08	9.110321629058469249e-08	8.757480061936726373e-08	8.362957252441475804e-08	7.937239724451465701e-08	7.490044471101912125e-08	7.040342652666762514e-08	6.584706269480935472e-08	6.138899265651487431e-08	5.705827945888433440e-08	5.303167788625667493e-08	4.925147339024073532e-08	4.566525609387453188e-08	4.226294124983262294e-08	3.914965553862276766e-08	3.628632236737722915e-08	3.365500561915210421e-08	3.123219160765864646e-08	2.901560834226294954e-08	2.693135297868599888e-08	2.497949518261479160e-08	2.310765730158472830e-08	2.146178210533187279e-08	1.998323361264162861e-08	1.869499892292636711e-08	1.752740325655592488e-08	1.656202436727482005e-08	1.567544699781278222e-08	1.498593499320675121e-08	1.436887514978793924e-08	1.379604868276904754e-08	1.347302094543392679e-08	1.335988515177020205e-08	1.335207752367698883e-08	1.335988515177021032e-08	1.347302094543392348e-08	1.379604868276905085e-08	1.436887514978794421e-08	1.498593499320675121e-08	1.567544699781278222e-08	1.656202436727482005e-08	1.752740325655592488e-08	1.869499892292636711e-08	1.998323361264163192e-08	2.146178210533187279e-08	2.310765730158472830e-08	2.497949518261479160e-08	2.693135297868484414e-08	2.901560834226294954e-08	3.123219160765864646e-08	3.365500561915210421e-08	3.628632236737722915e-08	3.914965553862276766e-08	4.226294124983262294e-08	4.566525609387453188e-08	4.925147339024073532e-08	5.303167788625667493e-08	5.705827945888433440e-08	6.138899265651487431e-08	6.584706269480935472e-08	7.040342652666762514e-08	7.490044471101912125e-08	7.937239724451465701e-08	8.362957252441475804e-08	8.757480061936726373e-08	9.110321629058469249e-08	9.402104915234047471e-08	9.612013086765615955e-08	9.755469983377523626e-08	9.848010907268231305e-08	9.908027576075960032e-08	9.950203337848804381e-08	9.977887117946267533e-08	9.978495684467531281e-08
9.349292684123513747e-08	9.354288954542498939e-08	9.346106091040906230e-08	9.338186833088507587e-08	9.325127986354610466e-08	9.292977054318671626e-08	9.225856811356937065e-08	9.110321629058469249e-08	8.934988873029675250e-08	8.675974454636195491e-08	8.358188013508979246e-08	7.993785769970982520e-08	7.595760284816868259e-08	7.183229752647683195e-08	6.755043573930959566e-08	6.329483727342067661e-08	5.909397954765317170e-08	5.513215016341603012e-08	5.136540272755642165e-08	4.776495388561724300e-08	4.433222872607645320e-08	4.116889447823281237e-08	3.824993445232676460e-08	3.555157814883895276e-08	3.304529156024227465e-08	3.073231150605048062e-08	2.854369996174307966e-08	2.649584151390996704e-08	2.453620587084014626e-08	2.280944165579148054e-08	2.125549440071303252e-08	1.989673823896436792e-08	1.867448177293577571e-08	1.767490599870545995e-08	1.676437731041346269e-08	1.606255213696050182e-08	1.543374118135192908e-08	1.485027408950239509e-08	1.452210848916954304e-08	1.440166945666418742e-08	1.438710474561213725e-08	1.440166945666418742e-08	1.452210848916954304e-08	1.485027408950239179e-08	1.543374118135192908e-08	1.606255213696050182e-08	1.676437731041346269e-08	1.767490599870545995e-08	1.867448177293577571e-08	1.989673823896436792e-08	2.125549440071303913e-08	2.280944165579148054e-08	2.453620587084014626e-08	2.649584151390996704e-08	2.854369996174195139e-08	3.073231150605048062e-08	3.304529156024227465e-08	3.555157814883895276e-08	3.824993445232676460e-08	4.116889447823281237e-08	4.433222872607645320e-08	4.776495388561724300e-08	5.136540272755642165e-08	5.513215016341603012e-08	5.909397954765317170e-08	6.329483727342067661e-08	6.755043573930959566e-08	7.183229752647683195e-08	7.595760284816868259e-08	7.993785769970982520e-08	8.358188013508979246e-08	8.675974454636195491e-08	8.934988873029675250e-08	9.110321629058469249e-08	9.225856811356937065e-08	9.292977054318671626e-08	9.325127986354610466e-08	9.338186833088504940e-08	9.346106091040906230e-08	9.354288954542498939e-08	9.349292684123515070e-08
8.719752126555928860e-08	8.729135934747006991e-08	8.736695688560328398e-08	8.756911472190174746e-08	8.782504432374756775e-08	8.800312579289868854e-08	8.795934967880194268e-08	8.757480061936726373e-08	8.675974454636195491e-08	8.532554656230094275e-08	8.308471538136299656e-08	8.019423297408393655e-08	7.681877423586632505e-08	7.315966641894742642e-08	6.922903638302646136e-08	6.523032803726596339e-08	6.120708744182217715e-08	5.734309681755325943e-08	5.361173788130938892e-08	5.000783363745406986e-08	4.654676884616895909e-08	4.333006259035754401e-08	4.034443222915775522e-08	3.757190558456038623e-08	3.496872536351237709e-08	3.254911906283791745e-08	3.025060984388640693e-08	2.810262526122051714e-08	2.604717181462268719e-08	2.423323458678214484e-08	2.259709053465677772e-08	2.116397980924262530e-08	1.988013640355362463e-08	1.883804006131924542e-08	1.789942263924731070e-08	1.717653226982591737e-08	1.652672463123763666e-08	1.592798720440877140e-08	1.558918119407134478e-08	1.545491991445067758e-08	1.542757675073178434e-08	1.545491991445068089e-08	1.558918119407134478e-08	1.592798720440877470e-08	1.652672463123763335e-08	1.717653226982591737e-08	1.789942263924731070e-08	1.883804006131924542e-08	1.988013640355362463e-08	2.116397980924262530e-08	2.259709053465677772e-08	2.423323458678214484e-08	2.604717181462268719e-08	2.810262526122051714e-08	3.025060984388534152e-08	3.254911906283791745e-08	3.496872536351237709e-08	3.757190558456038623e-08	4.034443222915775522e-08	4.333006259035754401e-08	4.654676884616895909e-08	5.000783363745406986e-08	5.361173788130938892e-08	5.734309681755325943e-08	6.120708744182217715e-08	6.523032803726596339e-08	6.922903638302646136e-08	7.315966641894742642e-08	7.681877423586632505e-08	8.019423297408393655e-08	8.308471538136299656e-08	8.532554656230094275e-08	8.675974454636195491e-08	8.757480061936726373e-08	8.795934967880194268e-08	8.800312579289868854e-08	8.782504432374759422e-08	8.756911472190173423e-08	8.736695688560327074e-08	8.729135934747006991e-08	8.719752126555924890e-08
