0.000000000000000000e+00	1.261879999999999891e+00	1.898000000000000034e-02
1.041666999999999940e-02	1.072470000000000034e+00	1.889000000000000054e-02
2.083333000000000060e-02	9.305700000000000083e-01	1.862000000000000113e-02
3.125000000000000000e-02	8.179100000000000259e-01	1.828000000000000111e-02
4.166667000000000287e-02	7.249600000000000488e-01	1.788000000000000006e-02
5.208332999999999713e-02	6.459500000000000242e-01	1.746999999999999942e-02
6.250000000000000000e-02	5.784200000000000452e-01	1.702000000000000041e-02
7.291667000000000287e-02	5.198599999999999888e-01	1.651000000000000037e-02
8.333332999999999713e-02	4.695300000000000029e-01	1.603999999999999870e-02
9.375000000000000000e-02	4.250700000000000034e-01	1.554999999999999959e-02
1.041667000000000010e-01	3.853400000000000158e-01	1.507000000000000006e-02
1.145832999999999990e-01	3.491900000000000004e-01	1.467000000000000075e-02
1.250000000000000000e-01	3.172200000000000020e-01	1.430999999999999980e-02
1.354167000000000010e-01	2.895499999999999741e-01	1.397999999999999937e-02
1.458332999999999990e-01	2.641399999999999859e-01	1.375000000000000007e-02
1.562500000000000000e-01	2.406600000000000128e-01	1.349000000000000025e-02
1.666667000000000010e-01	2.191899999999999959e-01	1.324999999999999963e-02
1.770832999999999990e-01	1.999299999999999966e-01	1.308999999999999921e-02
1.875000000000000000e-01	1.812699999999999867e-01	1.302999999999999992e-02
1.979167000000000010e-01	1.638400000000000134e-01	1.305000000000000084e-02
2.083332999999999990e-01	1.474999999999999922e-01	1.305000000000000084e-02
2.187500000000000000e-01	1.325699999999999934e-01	1.311000000000000013e-02
2.291667000000000010e-01	1.185200000000000004e-01	1.319000000000000034e-02
2.395832999999999990e-01	1.057300000000000045e-01	1.332999999999999984e-02
2.500000000000000000e-01	9.288000000000000422e-02	1.342999999999999923e-02
2.604167000000000010e-01	8.278000000000000635e-02	1.358000000000000006e-02
2.708332999999999990e-01	7.445999999999999841e-02	1.376999999999999925e-02
2.812500000000000000e-01	6.732000000000000484e-02	1.392000000000000008e-02
2.916667000000000010e-01	6.040999999999999842e-02	1.406999999999999917e-02
3.020832999999999990e-01	5.408999999999999919e-02	1.429000000000000062e-02
3.125000000000000000e-01	4.934000000000000191e-02	1.443999999999999971e-02
3.229167000000000010e-01	4.479000000000000342e-02	1.463000000000000064e-02
3.333332999999999990e-01	3.993000000000000022e-02	1.490000000000000005e-02
3.437500000000000000e-01	3.470999999999999780e-02	1.518000000000000078e-02
3.541667000000000010e-01	3.151000000000000328e-02	1.542999999999999927e-02
3.645832999999999990e-01	2.869999999999999982e-02	1.567999999999999949e-02
3.750000000000000000e-01	2.432000000000000134e-02	1.593999999999999931e-02
3.854167000000000010e-01	2.130999999999999908e-02	1.621999999999999831e-02
3.958332999999999990e-01	1.839000000000000010e-02	1.648000000000000159e-02
4.062500000000000000e-01	1.640000000000000138e-02	1.668000000000000038e-02
4.166667000000000010e-01	1.603999999999999870e-02	1.675000000000000100e-02
4.270832999999999990e-01	1.640000000000000138e-02	1.668000000000000038e-02
4.375000000000000000e-01	1.839000000000000010e-02	1.648000000000000159e-02
4.479167000000000010e-01	2.130999999999999908e-02	1.621999999999999831e-02
4.583332999999999990e-01	2.432000000000000134e-02	1.593999999999999931e-02
4.687500000000000000e-01	2.869999999999999982e-02	1.567999999999999949e-02
4.791667000000000010e-01	3.151000000000000328e-02	1.542999999999999927e-02
4.895832999999999990e-01	3.470999999999999780e-02	1.518000000000000078e-02
5.000000000000000000e-01	3.993000000000000022e-02	1.490000000000000005e-02
5.104166999999999454e-01	4.479000000000000342e-02	1.463000000000000064e-02
5.208333000000000546e-01	4.934000000000000191e-02	1.443999999999999971e-02
5.312500000000000000e-01	5.408999999999999919e-02	1.429000000000000062e-02
5.416666999999999454e-01	6.040999999999999842e-02	1.406999999999999917e-02
5.520833000000000546e-01	6.732000000000000484e-02	1.392000000000000008e-02
5.625000000000000000e-01	7.445999999999999841e-02	1.376999999999999925e-02
5.729166999999999454e-01	8.278000000000000635e-02	1.358000000000000006e-02
5.833333000000000546e-01	9.288000000000000422e-02	1.342999999999999923e-02
5.937500000000000000e-01	1.057300000000000045e-01	1.332999999999999984e-02
6.041666999999999454e-01	1.185200000000000004e-01	1.319000000000000034e-02
6.145833000000000546e-01	1.325699999999999934e-01	1.311000000000000013e-02
6.250000000000000000e-01	1.474999999999999922e-01	1.305000000000000084e-02
6.354166999999999454e-01	1.638400000000000134e-01	1.305000000000000084e-02
6.458333000000000546e-01	1.812699999999999867e-01	1.302999999999999992e-02
6.562500000000000000e-01	1.999299999999999966e-01	1.308999999999999921e-02
